-2.095493820521606432e-01 6.668836520102456866e-01 9.118906077010296334e-04
2.235429721570609540e-01 4.675521028806871038e-01 3.420203967915653792e-04
6.785315074947400049e-01 4.868994550746411076e-01 8.950614294482560915e-04
1.338571282742693769e-01 5.952798996049875058e-01 7.856617737164910478e-04
2.307675134578547060e-01 5.387281236841849896e-01 3.206537892459123936e-04
4.442871305913318469e-01 1.279665942672104373e-01 1.165178608363428377e-04
6.093445952538160959e-02 3.942676275341155390e-01 1.921635983211751532e-04
1.174528429844713395e-01 3.280746824845867105e-01 2.489292745936515835e-04
1.390382193807609135e-01 1.729591356379134304e-01 5.962022703506314166e-04
-1.824385017070597522e-03 1.450243345104125503e-01 -1.506443643232589422e-04
4.621352685154190426e-02 2.344291495498349032e-02 2.021373209092822132e-04
6.769070688114843526e-02 -2.631197354706989455e-01 2.055553698702143237e-04
-2.817093175021033805e-02 -2.071563675065050611e-02 -1.975256179486126261e-04
-9.643741422166232646e-02 1.235370795408752137e-01 2.243294714639634368e-04
8.749674269298096663e-03 -3.170832837005900240e-01 -9.272512777999332336e-05
-1.071751556227536623e-01 1.704781869209610057e-01 -2.655042716689919876e-05
-1.301142790820190576e-01 -3.871272462843193818e-01 -4.286002120633297424e-04
-1.590220134408824870e-01 -2.368695203803401483e-01 -2.133084288639872626e-04
-3.158923164896672992e-02 -1.123625146079758053e-01 -2.321079020529321930e-04
-1.520567041793212393e-01 -2.953885585959432625e-01 -4.735322254856516675e-04
-4.382105365206787617e-01 -9.398173605512587514e-01 -1.006641750613063635e-03
5.306810359065335936e-01 9.734089217350051504e-01 5.681060709090882512e-04
-4.748717443504142932e-01 -1.332047637774165683e+00 -1.387391606830146434e-03
-8.527249398882530418e-01 -1.309971216724866938e+00 -1.400201571029726765e-03
